"","id","itemTime","name","type","question","relevance","competence","prior","condition","answer","RT","language","comments","engagement","difficulty","time"
"15","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445878985838,"Gerald's graduation","llh","Gerald is friends with both Nico and Rick.",0,0,1,"test_true",1,12547,"English","none",7,3,307316
"16","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445879003624,"Gerald's graduation","llh","From what Nico said we may conclude that Gerald's mother and his father did not both attend the ceremony.",0,0,1,"xor",0.51,17782,"English","none",7,3,307316
"17","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445879022357,"Mrs Gibbs' worry","hhh","Mrs Gibbs is worried about Cindy's health.",1,1,1,"test_false",0,18729,"English","none",7,3,307316
"18","A10DEO061A6L3O:3WQ3B2KGE9O7UMWY4ZDW1RC3QASB18",1445879025945,"Mrs Gibbs' worry","hhh","It is important for Mrs Gibbs to know whether Mr Gibbs had both a steak and a beer.",1,1,1,"rel",0.8,3585,"English","none",7,3,307316
"19","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877911520,"Harold's pet","lll","Harold's girlfriend didn't want a pet in her house before.",0,0,0,"test_true",0.79,12598,"English","no",7,4,164832
"20","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877917288,"Harold's pet","lll","Richard knows whether Harold bought both a cat and a dog.",0,0,0,"comp",0.04,5764,"English","no",7,4,164832
"21","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877931750,"Mrs Sanders' son","hhl","Ted is Mrs Sanders' husband.",1,1,0,"test_false",0,14460,"English","no",7,4,164832
"22","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877946612,"Mrs Sanders' son","hhl","It is important for the teacher to know whether Ted had both pizza and pasta.",1,1,0,"rel",0.72,14858,"English","no",7,4,164832
"23","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877960095,"Leo's wife","hll","Leo is an avid golf player.",1,0,0,"test_uncertain",0.82,13480,"English","no",7,4,164832
"24","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877966963,"Leo's wife","hll","If someone made a hole-in-one on the first hole, it is likely that she also made one on the second hole.",1,0,0,"prior",0.06,6867,"English","no",7,4,164832
"25","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877974251,"Leo's wife","hll","If someone made a hole-in-one on the second hole, it is likely that she also made one on the first hole.",1,0,0,"prior",0.03,7286,"English","no",7,4,164832
"26","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877984683,"Chloe's holiday","lhh","Chloe forgot about bringing some beach towels, too.",0,1,1,"test_uncertain",0.11,10429,"English","no",7,4,164832
"27","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445877994465,"Chloe's holiday","lhh","From what Chloe said we may conclude that Susan and Amelia did not both bring some extra suntan lotion.",0,1,1,"xor",0.56,9773,"English","no",7,4,164832
"28","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878007449,"Mrs Gibbs' worry","hhh","Mrs Gibbs did not accompany her husband when Cindy served him.",1,1,1,"test_true",0.76,12979,"English","no",7,4,164832
"29","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878012855,"Mrs Gibbs' worry","hhh","If Mr Gibbs had a steak, it is likely that he also had a beer.",1,1,1,"prior",0.2,5402,"English","no",7,4,164832
"30","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878018851,"Mrs Gibbs' worry","hhh","If Mr Gibbs had a beer, it is likely that he also had a steak.",1,1,1,"prior",0.26,5994,"English","no",7,4,164832
"31","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878032248,"Gigi's exams","hlh","Gigi aspires to a career in science.",1,0,1,"test_uncertain",0.62,13395,"English","no",7,4,164832
"32","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878039492,"Gigi's exams","hlh","From what Carrie said we may conclude that Gigi did not pass both her Physics exam and her Chemistry exam.",1,0,1,"xor",0.62,7240,"English","no",7,4,164832
"33","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878049175,"Joshua's delay","llh","Kevin, Cory and Joshua are brothers.",0,0,1,"test_false",0,9682,"English","no",7,4,164832
"34","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878058332,"Joshua's delay","llh","It is important for Kevin to know whether Joshua had to both eat lunch and do his homework.",0,0,1,"rel",0.07,9153,"English","no",7,4,164832
"35","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878069295,"Lily's husband","lhl","Eric's doctor told him to stop drinking alcohol.",0,1,0,"test_true",1,10959,"English","no",7,4,164832
"36","A13VIJ7G997ZCY:3OS4RQUCRANYK1Q6BYSHQTGXRKABF8",1445878076352,"Lily's husband","lhl","Bill knows whether Eric drank both whisky and vodka.",0,1,0,"comp",0.33,7052,"English","no",7,4,164832
"37","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875402129,"Leo's wife","hll","Leo is an avid golf player.",1,0,0,"test_uncertain",0.94,37097,"English",NA,9,7,82274
"38","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875415562,"Leo's wife","hll","It is important for Leo to know whether someone made a hole-in-one on both the first and the second hole.",1,0,0,"rel",0.07,13432,"English",NA,9,7,82274
"39","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875424611,"Bill's order","lhh","Jake and Bill spent a lot of time together that day.",0,1,1,"test_true",1,9047,"English",NA,9,7,82274
"40","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875434003,"Bill's order","lhh","Jake knows whether Bill ordered both a starter and a side dish.",0,1,1,"comp",0.61,9392,"English",NA,9,7,82274
"41","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875436276,"Gigi's exams","hlh","Gigi studied hard to pass her exams.",1,0,1,"test_true",0.37,2272,"English",NA,9,7,82274
"42","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875438188,"Gigi's exams","hlh","From what Carrie said we may conclude that Gigi did not pass both her Physics exam and her Chemistry exam.",1,0,1,"xor",0.75,1911,"English",NA,9,7,82274
"43","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875440853,"Joshua's delay","llh","Kevin and Cory expected Joshua to arrive earlier.",0,0,1,"test_true",0.75,2665,"English",NA,9,7,82274
"44","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875458351,"Joshua's delay","llh","If Joshua had to do his homework, it is likely that he also had to eat lunch.",0,0,1,"prior",0.18,17497,"English",NA,9,7,82274
"45","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875460638,"Joshua's delay","llh","If Joshua had to do eat lunch, it is likely that he also had to do his homework.",0,0,1,"prior",0.65,2286,"English",NA,9,7,82274
"46","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875462898,"Mrs Gibbs' worry","hhh","Cindy is secretly in love with Mrs Gibbs' husband.",1,1,1,"test_uncertain",0.56,2259,"English",NA,9,7,82274
"47","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875464913,"Mrs Gibbs' worry","hhh","It is important for Mrs Gibbs to know whether Mr Gibbs had both a steak and a beer.",1,1,1,"rel",0.27,2014,"English",NA,9,7,82274
"48","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875470549,"Jimmy's trip","lll","Jimmy had told his friends about his plans to visit New York City before.",0,0,0,"test_uncertain",0.6,5636,"English",NA,9,7,82274
"49","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875472729,"Jimmy's trip","lll","If Jimmy visited the Statue of Liberty, it is likely that he also visited the Empire State Building.",0,0,0,"prior",0.29,2179,"English",NA,9,7,82274
"50","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875475075,"Jimmy's trip","lll","If Jimmy visited the Empire State Building, it is likely that he also visited the Statue of Liberty.",0,0,0,"prior",0.92,2344,"English",NA,9,7,82274
"51","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875480042,"Lily's husband","lhl","Eric and Lily went to a bar together last night.",0,1,0,"test_false",0.61,4967,"English",NA,9,7,82274
"52","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875481459,"Lily's husband","lhl","Bill knows whether Eric drank both whisky and vodka.",0,1,0,"comp",0.17,1416,"English",NA,9,7,82274
"53","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875482875,"Mrs Sanders' son","hhl","Ted is Mrs Sanders' husband.",1,1,0,"test_false",0.72,1416,"English",NA,9,7,82274
"54","A14WLAP6TCEKO0:3ERMJ6L4DZ0HOZFXK4KEGHEA5VVM74",1445875484403,"Mrs Sanders' son","hhl","From what Mrs Sanders said we may conclude that Ted did not have both pizza and pasta.",1,1,0,"xor",0.67,1528,"English",NA,9,7,82274
"55","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877309335,"Mrs Gibbs' worry","hhh","Mrs Gibbs did not accompany her husband when Cindy served him.",1,1,1,"test_true",0.99,13037,"english",NA,5,1,334225
"56","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877324192,"Mrs Gibbs' worry","hhh","It is important for Mrs Gibbs to know whether Mr Gibbs had both a steak and a beer.",1,1,1,"rel",0.55,14856,"english",NA,5,1,334225
"57","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877344831,"Leo's wife","hll","Leo is sponsoring a tennis tournament.",1,0,0,"test_false",0,20638,"english",NA,5,1,334225
"58","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877355835,"Leo's wife","hll","From what Hans said we may conclude that the player in question didn't make a hole-in-one on both the first and the second hole.",1,0,0,"xor",1,11003,"english",NA,5,1,334225
"59","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877385689,"Brad's clothes","hlh","Brad is not happy about the fact that his friends make jokes about his shabby clothes.",1,0,1,"test_true",1,29849,"english",NA,5,1,334225
"60","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877401768,"Brad's clothes","hlh","Gina knows whether Brad bought both a sweater and a pair of jeans.",1,0,1,"comp",0.34,16075,"english",NA,5,1,334225
"61","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877473148,"Gerald's graduation","llh","Nico finally graduated after studying for a long time.",0,0,1,"test_false",0,71377,"english",NA,5,1,334225
"62","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877494034,"Gerald's graduation","llh","If Gerald's mother attended the ceremony, it is likely that his father attended as well.",0,0,1,"prior",0.74,20877,"english",NA,5,1,334225
"63","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877501445,"Gerald's graduation","llh","If Gerald's father attended the ceremony, it is likely that his mother attended as well.",0,0,1,"prior",0.76,7409,"english",NA,5,1,334225
"64","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877538673,"Pete's accident","hhl","Pete was injured while playing in the garden.",1,1,0,"test_false",0,37225,"english",NA,5,1,334225
"65","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877558353,"Pete's accident","hhl","The teacher knows whether Pete broke both his arm and his leg.",1,1,0,"comp",0.04,19676,"english",NA,5,1,334225
"66","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877572945,"Lily's husband","lhl","Eric's doctor told him to stop drinking alcohol.",0,1,0,"test_true",1,14591,"english",NA,5,1,334225
"67","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877584594,"Lily's husband","lhl","If Eric drank vodka, it is likely that he drank whisky as well.",0,1,0,"prior",0.5,11647,"english",NA,5,1,334225
"68","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877588219,"Lily's husband","lhl","If Eric drank whisky, it is likely that he drank vodka as well.",0,1,0,"prior",0.5,3624,"english",NA,5,1,334225
"69","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877606759,"Chloe's holiday","lhh","Chloe recently got back from holidays.",0,1,1,"test_true",0.78,18539,"english",NA,5,1,334225
"70","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877621061,"Chloe's holiday","lhh","From what Chloe said we may conclude that Susan and Amelia did not both bring some extra suntan lotion.",0,1,1,"xor",0.5,14301,"english",NA,5,1,334225
"71","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877636597,"Harold's pet","lll","Harold is single.",0,0,0,"test_false",0,15535,"english",NA,5,1,334225
"72","A195MOXRMNHRVT:3NJM2BJS4XETLJ7631KHD70JBBYCPK",1445877643560,"Harold's pet","lll","It is important for Tom to know whether Harold bought both a cat and a dog.",0,0,0,"rel",0.74,6962,"english",NA,5,1,334225
"73","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878213785,"Gerald's graduation","llh","Gerald took almost ten years to graduate.",0,0,1,"test_uncertain",0.17,20340,"English",NA,10,2,247793
"74","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878220929,"Gerald's graduation","llh","Nico knows whether both Gerald's mother and his father attended the ceremony.",0,0,1,"comp",1,7143,"English",NA,10,2,247793
"75","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878261305,"Bill's order","lhh","Jake and Bill went to the restaurant before they went jogging.",0,1,1,"test_false",0,40374,"English",NA,10,2,247793
"76","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878271021,"Bill's order","lhh","It is important for Bill's wife to know whether Bill ordered both a starter and a side dish.",0,1,1,"rel",0.28,9714,"English",NA,10,2,247793
"77","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878283657,"Lily's husband","lhl","Eric and Lily went to a bar together last night.",0,1,0,"test_false",0,12633,"English",NA,10,2,247793
"78","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878286601,"Lily's husband","lhl","Bill knows whether Eric drank both whisky and vodka.",0,1,0,"comp",0.06,2944,"English",NA,10,2,247793
"79","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878298010,"Pete's accident","hhl","Pete was injured while playing in the garden.",1,1,0,"test_false",0.01,11408,"English",NA,10,2,247793
"80","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878305498,"Pete's accident","hhl","If Pete broke his leg, it is likely that he also broke his arm.",1,1,0,"prior",0.12,7488,"English",NA,10,2,247793
"81","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878311610,"Pete's accident","hhl","If Pete broke his arm, it is likely that he also broke his leg.",1,1,0,"prior",0.04,6112,"English",NA,10,2,247793
"82","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878321250,"Gigi's exams","hlh","Gigi hired a private tutor to help her with her Biology and Chemistry exams.",1,0,1,"test_false",0.99,9640,"English",NA,10,2,247793
"83","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878336299,"Gigi's exams","hlh","It is important for Gigi's best friend to know whether Gigi passed both her Physics exam and her Chemistry exam.",1,0,1,"rel",0.56,15048,"English",NA,10,2,247793
"84","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878348666,"Harold's pet","lll","Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.",0,0,0,"test_uncertain",0.83,12365,"English",NA,10,2,247793
"85","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878356706,"Harold's pet","lll","From what Richard said we may conclude that Harold did not buy both a cat and a dog.",0,0,0,"xor",0.93,8040,"English",NA,10,2,247793
"86","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878367323,"Mrs Gibbs' worry","hhh","Mrs Gibbs did not accompany her husband when Cindy served him.",1,1,1,"test_true",0.5,10617,"English",NA,10,2,247793
"87","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878422338,"Mrs Gibbs' worry","hhh","If Mr Gibbs had a beer, it is likely that he also had a steak.",1,1,1,"prior",0.11,55014,"English",NA,10,2,247793
"88","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878427506,"Mrs Gibbs' worry","hhh","If Mr Gibbs had a steak, it is likely that he also had a beer.",1,1,1,"prior",0.29,5167,"English",NA,10,2,247793
"89","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878456589,"Carl's party","hll","John and Carl, the hosts, are a gay couple.",1,0,0,"test_false",0.01,29082,"English",NA,10,2,247793
"90","A19TL7AJ0FB1JG:3HMVI3QICK037UP9ERRG92A4BJA1YD",1445878461578,"Carl's party","hll","From what John said we may conclude that Carl did not dance passionately with both Sue and Mary.",1,0,0,"xor",0.01,4988,"English",NA,10,2,247793
"91","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886127310,"Gerald's graduation","llh","Gerald is friends with both Nico and Rick.",0,0,1,"test_true",0.74,42568,"english","thank you.",5,5,32858
"92","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886130153,"Gerald's graduation","llh","It is important for Rick to know whether both Gerald's mother and his father attended the ceremony.",0,0,1,"rel",0.37,2839,"english","thank you.",5,5,32858
"93","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886132982,"Tony's clubbing","lhl","Rob is a big fan of Techno music as well.",0,1,0,"test_uncertain",0.62,2824,"english","thank you.",5,5,32858
"94","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886135074,"Tony's clubbing","lhl","Rob knows whether they play both Jazz and Metal at the club tonight.",0,1,0,"comp",0.7,2088,"english","thank you.",5,5,32858
"95","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886136969,"Brad's clothes","hlh","Gina and Mandy accompanied Brad on his shopping trip.",1,0,1,"test_false",0.33,1892,"english","thank you.",5,5,32858
"96","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886138638,"Brad's clothes","hlh","From what Gina said we may conclude that Brad did not buy both a sweater and a pair of jeans.",1,0,1,"xor",0.59,1666,"english","thank you.",5,5,32858
"97","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886140519,"Carl's party","hll","John did not spend much time outside.",1,0,0,"test_true",0.33,1879,"english","thank you.",5,5,32858
"98","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886142415,"Carl's party","hll","It is important for Carl's wife to know whether Carl danced passionately with both Sue and Mary.",1,0,0,"rel",0.62,1893,"english","thank you.",5,5,32858
"99","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886144711,"Mrs Sanders' son","hhl","Ted is Mrs Sanders' husband.",1,1,0,"test_false",0.31,2292,"english","thank you.",5,5,32858
"100","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886146402,"Mrs Sanders' son","hhl","If Ted had pasta, it is likely that he also had pizza.",1,1,0,"prior",0.64,1689,"english","thank you.",5,5,32858
"101","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886148306,"Mrs Sanders' son","hhl","If Ted had pizza, it is likely that he also had pasta.",1,1,0,"prior",0.34,1902,"english","thank you.",5,5,32858
"102","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886150141,"Mrs Gibbs' worry","hhh","Cindy is secretly in love with Mrs Gibbs' husband.",1,1,1,"test_uncertain",0.63,1832,"english","thank you.",5,5,32858
"103","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886151833,"Mrs Gibbs' worry","hhh","Cindy knows whether Mr Gibbs had both a steak and a beer.",1,1,1,"comp",0.32,1690,"english","thank you.",5,5,32858
"104","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886153525,"Harold's pet","lll","Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.",0,0,0,"test_uncertain",0.66,1691,"english","thank you.",5,5,32858
"105","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886155414,"Harold's pet","lll","From what Richard said we may conclude that Harold did not buy both a cat and a dog.",0,0,0,"xor",0.34,1887,"english","thank you.",5,5,32858
"106","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886157169,"Chloe's holiday","lhh","Chloe forgot about bringing some beach towels, too.",0,1,1,"test_uncertain",0.59,1753,"english","thank you.",5,5,32858
"107","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886158547,"Chloe's holiday","lhh","If Susan brought some extra suntan lotion, it is likely that Amelia brought some as well.",0,1,1,"prior",0.37,1377,"english","thank you.",5,5,32858
"108","A1LAZ3AO0NYBC1:33CKWXB73KS6HOE622K7VFZU4Y011E",1445886160168,"Chloe's holiday","lhh","If Amelia brought some extra suntan lotion, it is likely that Susan brought some as well.",0,1,1,"prior",0.62,1619,"english","thank you.",5,5,32858
"109","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875886301,"Leo's wife","hll","Leo is sponsoring a tennis tournament.",1,0,0,"test_false",1,14645,"English","no",7,2,217144
"110","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875907889,"Leo's wife","hll","From what Hans said we may conclude that the player in question didn't make a hole-in-one on both the first and the second hole.",1,0,0,"xor",0.19,21585,"English","no",7,2,217144
"111","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875930808,"Tony's clubbing","lhl","Techno is quite different from Jazz and from Metal.",0,1,0,"test_true",0.91,22917,"English","no",7,2,217144
"112","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875941433,"Tony's clubbing","lhl","If they play Metal at the club tonight, it is likely that they also play Jazz.",0,1,0,"prior",0.27,10621,"English","no",7,2,217144
"113","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875945607,"Tony's clubbing","lhl","If they play Jazz at the club tonight, it is likely that they also play Metal.",0,1,0,"prior",0.24,4173,"English","no",7,2,217144
"114","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875975723,"Bill's order","lhh","Jake ordered a steak.",0,1,1,"test_uncertain",0.27,30114,"English","no",7,2,217144
"115","A1NGGAVIGC9O7V:37XITHEISXHEXWNLGTO6I20YCTMCRC",1445875984570,"Bill's order","lhh","Jake knows whether Bill ordered both a starter and a side dish.",0,1,1,"comp",0.43,8840,"English","no",7,2,217144
