id,itemTime,trialNumber,name,type,utterance,relevance,competence,prior,condition,trialType,answer,RT,language,comments,engagement,difficulty
A110KENBXU7SUJ:3UJ1CZ6IZIX5ZQEJG813U6ZK8HR5S1,1450105965984,7,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.9,15155,English,NA,7,4
A110KENBXU7SUJ:3UJ1CZ6IZIX5ZQEJG813U6ZK8HR5S1,1450105975879,8,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's mother did not attend the ceremony as well.,0,0,1,critical,exh2,0.44,9895,English,NA,7,4
A110KENBXU7SUJ:3UJ1CZ6IZIX5ZQEJG813U6ZK8HR5S1,1450105988019,9,Mrs Gibbs' worry,hhh,Cindy is secretly in love with Mrs Gibbs' husband.,1,1,1,test,test_uncertain,0.27,12140,English,NA,7,4
A110KENBXU7SUJ:3UJ1CZ6IZIX5ZQEJG813U6ZK8HR5S1,1450106001200,10,Mrs Gibbs' worry,hhh,From what Cindy said we may conclude that Mr Gibbs did not have a steak as well.,1,1,1,critical,exh2,0.42,13180,English,NA,7,4
A110KENBXU7SUJ:3UJ1CZ6IZIX5ZQEJG813U6ZK8HR5S1,1450106015049,11,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.81,13849,English,NA,7,4
A110KENBXU7SUJ:3UJ1CZ6IZIX5ZQEJG813U6ZK8HR5S1,1450106023137,12,Leo's wife,hll,From what Hans said we may conclude that the player in question didn't make a hole-in-one on the second hole as well.,1,0,0,critical,exh1,0.46,8087,English,NA,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103069210,1,Danny's racket,hhh,Alex needs to buy some equipment before he can play squash with Danny.,1,1,1,test,test_true,1,29253,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103082848,2,Danny's racket,hhh,From what Alex's girlfriend said we may conclude that Alex did not buy a pair of shoes as well.,1,1,1,critical,exh1,0.59,13636,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103117655,3,Gigi's exams,hlh,Gigi hired a private tutor to help her with her Biology and Chemistry exams.,1,0,1,test,test_false,0.25,34805,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103124454,4,Gigi's exams,hlh,From what Carrie said we may conclude that Gigi did not pass her Chemistry exam as well.,1,0,1,critical,exh1,0.32,6797,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103153288,5,Gerald's graduation,llh,Gerald is friends with both Nico and Rick.,0,0,1,test,test_true,0.7,28831,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103164589,6,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's father did not attend the ceremony as well.,0,0,1,critical,exh1,0.3,11299,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103184838,7,Lily's husband,lhl,Eric has a problem with his liver for which he has to stop drinking alcohol.,0,1,0,test,test_uncertain,0.55,20246,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103195347,8,Lily's husband,lhl,From what Bill said we may conclude that Eric did not drink whisky as well.,0,1,0,critical,exh2,0.59,10506,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103205422,9,Pete's accident,hhl,Pete was injured while playing in the garden.,1,1,0,test,test_false,0,10072,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103214645,10,Pete's accident,hhl,From what Pete's teacher said we may conclude that Pete did not break his arm as well.,1,1,0,critical,exh2,0.68,9219,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103241108,11,Mrs Sanders' son,hhl,Mrs Sanders had pasta for lunch yesterday.,1,1,0,test,test_uncertain,0.34,26459,English,I think I misinterpreted the first question.,7,4
A11THU6UGG3THR:3634BBTX0P28794CH8KYCGKAOD2FI1,1450103248907,12,Mrs Sanders' son,hhl,From what Mrs Sanders said we may conclude that Ted did not have pizza as well.,1,1,0,critical,exh2,1,7795,English,I think I misinterpreted the first question.,7,4
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103268756,1,Harold's pet,lll,Harold's girlfriend gave in because Harold kept nagging her about wanting a pet.,0,0,0,test,test_uncertain,0.73,20293,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103282339,2,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a cat as well.,0,0,0,critical,exh2,0.73,13576,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103328236,3,Jimmy's trip,lll,Jimmy had to rush to be back home and did not have much time to spend in the city.,0,0,0,test,test_true,0.99,45897,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103343560,4,Jimmy's trip,lll,From what the brother said we may conclude that Jimmy did not visit the Empire State Building as well.,0,0,0,critical,exh1,0.24,15323,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103363869,5,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.98,20309,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103374535,6,Leo's wife,hll,From what Hans said we may conclude that the player in question didn't make a hole-in-one on the first hole as well,1,0,0,critical,exh2,0.18,10665,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103390244,7,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.95,15708,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103398876,8,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's mother did not attend the ceremony as well.,0,0,1,critical,exh2,0.21,8631,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103414364,9,Chloe's holiday,lhh,"Chloe forgot about bringing some beach towels, too.",0,1,1,test,test_uncertain,0.2,15487,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103427387,10,Chloe's holiday,lhh,From what Chloe said we may conclude that Amelia did not bring some extra suntan lotion as well.,0,1,1,critical,exh1,0.16,13021,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103454964,11,Joshua's delay,llh,"Kevin, Cory and Joshua are brothers.",0,0,1,test,test_false,0.01,27576,English,No.,8,3
A12HZGOZQD5YK7:31IBVUNM9T7DTFOCGFJHR5A4WFYFVY,1450103463269,12,Joshua's delay,llh,From what Cory said we may conclude that Joshua did not have to do his homework as well.,0,0,1,critical,exh1,0.25,8303,English,No.,8,3
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033849431,1,Leo's wife,hll,Leo is wealthy.,1,0,0,test,test_true,0.74,15105,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033863037,2,Leo's wife,hll,From what Hans said we may conclude that the player in question didn't make a hole-in-one on the first hole as well,1,0,0,critical,exh2,0.75,13604,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033882456,3,Brad's clothes,hlh,Brad is not happy about the fact that his friends make jokes about his shabby clothes.,1,0,1,test,test_true,1,19417,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033889733,4,Brad's clothes,hlh,From what Gina said we may conclude that Brad did not buy pair of jeans as well.,1,0,1,critical,exh1,0.4,7275,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033917349,5,Danny's racket,hhh,Danny and Alex went to the sports store together.,1,1,1,test,test_false,0.3,27615,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033922293,6,Danny's racket,hhh,From what Alex's girlfriend said we may conclude that Alex did not buy a pair of shoes as well.,1,1,1,critical,exh1,0.66,4942,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033941404,7,Harold's pet,lll,Harold is single.,0,0,0,test,test_false,0,19110,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033949970,8,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a dog as well.,0,0,0,critical,exh1,0.79,8565,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033969577,9,Joshua's delay,llh,"Kevin, Cory and Joshua do not like to hang out with girls.",0,0,1,test,test_uncertain,0.5,19606,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033982241,10,Joshua's delay,llh,From what Cory said we may conclude that Joshua did not have to eat lunch as well.,0,0,1,critical,exh2,0.5,12662,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450033994745,11,Mrs Gibbs' worry,hhh,Cindy is secretly in love with Mrs Gibbs' husband.,1,1,1,test,test_uncertain,0.05,12501,English,NA,4,2
A138BU1VWM2RKN:3NG53N1RLWRR9GHTMP4CBL40NN48P9,1450034002324,12,Mrs Gibbs' worry,hhh,From what Cindy said we may conclude that Mr Gibbs did not have a steak as well.,1,1,1,critical,exh2,0.61,7578,English,NA,4,2
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032206091,1,Joshua's delay,llh,"Kevin, Cory and Joshua are brothers.",0,0,1,test,test_false,0,19154,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032245327,2,Joshua's delay,llh,From what Cory said we may conclude that Joshua did not have to do his homework as well.,0,0,1,critical,exh1,0.14,39235,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032262041,3,Pete's accident,hhl,Pete's mother was not there when he fell of the slide.,1,1,0,test,test_true,0.93,16714,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032271807,4,Pete's accident,hhl,From what Pete's teacher said we may conclude that Pete did not break his leg as well.,1,1,0,critical,exh1,0.73,9765,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032314286,5,Danny's racket,hhh,Danny and Alex went to the sports store together.,1,1,1,test,test_false,0.42,42478,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032323639,6,Danny's racket,hhh,From what Alex's girlfriend said we may conclude that Alex did not buy a pair of shoes as well.,1,1,1,critical,exh1,0.54,9353,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032340259,7,Chloe's holiday,lhh,"Chloe forgot about bringing some beach towels, too.",0,1,1,test,test_uncertain,0.23,16619,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032354850,8,Chloe's holiday,lhh,From what Chloe said we may conclude that Susan did not bring some extra suntan lotion as well.,0,1,1,critical,exh2,0.5,14590,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032381975,9,Harold's pet,lll,Harold's girlfriend didn't want a pet in her house before.,0,0,0,test,test_true,0.92,27125,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032390942,10,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a cat as well.,0,0,0,critical,exh2,0.87,8967,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032409911,11,Tony's clubbing,lhl,Rob is a big fan of Techno music as well.,0,1,0,test,test_uncertain,0.5,18969,English,none,3,5
A14VY6QXKBLC0D:39KFRKBFIO3O3MWAKTPRLYNC6XBOYM,1450032418016,12,Tony's clubbing,lhl,From what Rob said we may conclude that they do not play Jazz as well.,0,1,0,critical,exh2,0.85,8104,English,none,3,5
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450102950897,1,Lily's husband,lhl,Eric's doctor told him to stop drinking alcohol.,0,1,0,test,test_true,0.92,9640,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450102960823,2,Lily's husband,lhl,From what Bill said we may conclude that Eric did not drink vodka as well.,0,1,0,critical,exh1,0.62,9921,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450102970687,3,Chloe's holiday,lhh,"Chloe forgot about bringing some beach towels, too.",0,1,1,test,test_uncertain,0.22,9863,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450102978766,4,Chloe's holiday,lhh,From what Chloe said we may conclude that Amelia did not bring some extra suntan lotion as well.,0,1,1,critical,exh1,0.56,8078,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450102998527,5,Danny's racket,hhh,Danny and Alex went to the sports store together.,1,1,1,test,test_false,0.08,19758,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450103051925,6,Danny's racket,hhh,From what Alex's girlfriend said we may conclude that Alex did not buy a pair of shoes as well.,1,1,1,critical,exh1,0.29,53391,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450103059918,7,Gerald's graduation,llh,Gerald took almost ten years to graduate.,0,0,1,test,test_uncertain,0.22,7984,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450103064525,8,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's mother did not attend the ceremony as well.,0,0,1,critical,exh2,0.11,4605,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450103080453,9,Tony's clubbing,lhl,Techno is quite different from Jazz and from Metal.,0,1,0,test,test_true,0.3,15925,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450103087499,10,Tony's clubbing,lhl,From what Rob said we may conclude that they do not play Jazz as well.,0,1,0,critical,exh2,0.35,7043,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450103100125,11,Mrs Sanders' son,hhl,Ted is Mrs Sanders' husband.,1,1,0,test,test_false,0.04,12624,english,no,7,3
A160HFSRDNT91E:3X66WABAJXQZV6IO7PJTQVIX6A63GP,1450103107772,12,Mrs Sanders' son,hhl,From what Mrs Sanders said we may conclude that Ted did not have pizza as well.,1,1,0,critical,exh2,0.31,7646,english,no,7,3
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032440933,1,Mrs Sanders' son,hhl,Mrs Sanders had pasta for lunch yesterday.,1,1,0,test,test_uncertain,0.5,49703,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032462322,2,Mrs Sanders' son,hhl,From what Mrs Sanders said we may conclude that Ted did not have pasta as well.,1,1,0,critical,exh1,0.62,21387,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032505261,3,Tony's clubbing,lhl,Techno is quite different from Jazz and from Metal.,0,1,0,test,test_true,0.67,42938,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032511804,4,Tony's clubbing,lhl,From what Rob said we may conclude that they do not play Jazz as well.,0,1,0,critical,exh2,0.28,6541,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032568336,5,Gerald's graduation,llh,Nico finally graduated after studying for a long time.,0,0,1,test,test_false,0.5,56531,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032575822,6,Gerald's graduation,llh,From what Nico said we may conclude that Gerald's mother did not attend the ceremony as well.,0,0,1,critical,exh2,0.33,7485,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032628448,7,Jimmy's trip,lll,Jimmy had told his friends about his plans to visit New York City before.,0,0,0,test,test_uncertain,0.5,52625,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032633969,8,Jimmy's trip,lll,From what the brother said we may conclude that Jimmy did not visit the Empire State Building as well.,0,0,0,critical,exh1,0.36,5519,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032704248,9,Carl's party,hll,John did not spend much time outside.,1,0,0,test,test_true,0.71,70277,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032715283,10,Carl's party,hll,From what John said we may conclude that Carl did not dance passionately with Mary as well.,1,0,0,critical,exh1,0.59,11033,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032739876,11,Joshua's delay,llh,"Kevin, Cory and Joshua are brothers.",0,0,1,test,test_false,0.22,24592,English,NA,7,7
A16EFXBMX60OR0:32UTUBMZ7H4NGYCWBDXL8FJJHHRBVX,1450032753582,12,Joshua's delay,llh,From what Cory said we may conclude that Joshua did not have to eat lunch as well.,0,0,1,critical,exh2,0.12,13705,English,NA,7,7
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450103895145,1,Mrs Sanders' son,hhl,The teacher is trying to find out who queued up twice.,1,1,0,test,test_true,0.23,50575,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450103913275,2,Mrs Sanders' son,hhl,From what Mrs Sanders said we may conclude that Ted did not have pasta as well.,1,1,0,critical,exh1,0.67,18118,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450103973992,3,Carl's party,hll,"John and Carl, the hosts, are a gay couple.",1,0,0,test,test_false,0,60714,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450103997890,4,Carl's party,hll,From what John said we may conclude that Carl did not dance passionately with Mary as well.,1,0,0,critical,exh1,0.57,23895,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450104019364,5,Tony's clubbing,lhl,Techno is quite different from Jazz and from Metal.,0,1,0,test,test_true,1,21473,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450104030145,6,Tony's clubbing,lhl,From what Rob said we may conclude that they do not play Metal as well.,0,1,0,critical,exh1,0.96,10780,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450104055719,7,Harold's pet,lll,Harold is single.,0,0,0,test,test_false,0,25572,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450104064263,8,Harold's pet,lll,From what Richard said we may conclude that Harold did not buy a cat as well.,0,0,0,critical,exh2,0.99,8541,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450104086108,9,Gigi's exams,hlh,Gigi aspires to a career in science.,1,0,1,test,test_uncertain,0.71,21844,English,No,10,0
A16UAN46CNIRHY:32SVAV9L3GHYLF5LLPRJU97U8FT3AD,1450104097350,10,Gigi's exams,hlh,From what Carrie said we may conclude that Gigi did not pass her Physics exam as well.,1,0,1,critical,exh2,0.1,11242,English,No,10,0
